"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2019年12月30日","941.80","942.50","942.50","941.80","0.00K","-0.43%"
"2019年12月27日","945.90","947.80","947.80","945.90","0.02K","-0.01%"
"2019年12月23日","946.00","944.30","946.20","944.30","0.03K","0.13%"
"2019年12月20日","944.80","939.00","944.80","939.00","0.02K","1.22%"
"2019年12月19日","933.40","933.40","933.40","933.40","-","-0.65%"
"2019年12月18日","939.50","937.90","939.50","937.90","0.14K","-0.19%"
"2019年12月17日","941.30","939.70","941.30","939.70","0.23K","0.51%"
"2019年12月13日","936.50","944.10","944.70","934.20","0.12K","0.28%"
"2019年12月12日","933.90","932.70","935.50","926.50","0.27K","0.41%"
"2019年12月11日","930.10","926.20","930.10","926.20","0.13K","0.53%"
"2019年12月10日","925.20","921.90","925.40","917.40","0.13K","-0.56%"
"2019年12月9日","930.40","934.30","934.30","930.40","0.04K","-0.44%"
"2019年12月6日","934.50","930.00","934.50","927.60","0.05K","0.39%"
"2019年12月5日","930.90","933.20","933.20","930.90","0.01K","0.29%"
"2019年12月4日","928.20","925.70","928.50","924.80","0.06K","1.44%"
"2019年12月3日","915.00","919.20","919.20","912.20","0.10K","-0.54%"
"2019年12月2日","920.00","942.10","942.30","920.00","0.12K","-1.67%"
"2019年11月29日","935.60","931.40","936.30","931.40","0.02K","-0.14%"
"2019年11月28日","936.90","936.50","937.10","936.20","0.03K","-0.55%"
"2019年11月27日","942.10","942.10","942.10","942.10","-","-0.14%"
"2019年11月26日","943.40","935.70","943.40","934.90","0.02K","0.72%"
"2019年11月25日","936.70","934.50","936.70","933.50","0.05K","0.49%"
"2019年11月22日","932.10","928.30","932.10","928.30","0.02K","0.27%"
"2019年11月21日","929.60","928.30","931.20","927.10","0.09K","-0.27%"
"2019年11月20日","932.10","932.60","932.60","932.10","0.03K","-0.37%"
"2019年11月19日","935.60","941.80","943.00","935.60","0.02K","0.55%"
"2019年11月18日","930.50","940.70","940.70","930.50","0.05K","-0.86%"
"2019年11月15日","938.60","934.80","938.60","934.20","0.05K","0.26%"
"2019年11月14日","936.20","935.90","936.20","933.30","0.01K","0.70%"
"2019年11月13日","929.70","935.00","935.00","929.70","0.02K","-0.85%"
"2019年11月12日","937.70","931.50","938.30","931.50","0.19K","0.88%"
"2019年11月11日","929.50","927.50","930.60","926.90","0.09K","0.42%"
"2019年11月8日","925.60","927.70","928.70","925.20","0.09K","-0.42%"
"2019年11月7日","929.50","927.30","930.70","927.30","0.05K","1.02%"
"2019年11月6日","920.10","920.20","924.20","919.90","0.05K","0.26%"
"2019年11月5日","917.70","917.90","920.20","917.10","0.04K","-0.08%"
"2019年11月4日","918.40","915.20","918.90","914.80","0.12K","1.35%"
"2019年11月1日","906.20","900.20","906.20","900.10","0.03K","1.13%"
"2019年10月31日","896.10","902.30","902.30","896.10","0.04K","-0.62%"
"2019年10月30日","901.70","894.60","901.70","894.20","0.01K","0.30%"
"2019年10月29日","899.00","897.20","902.10","896.60","0.12K","0.09%"
"2019年10月28日","898.20","893.00","900.10","891.00","0.16K","0.75%"
"2019年10月25日","891.50","884.70","891.50","884.70","0.14K","0.58%"
"2019年10月24日","886.40","885.20","886.40","880.80","0.04K","0.58%"
"2019年10月23日","881.30","878.10","881.30","876.50","0.02K","0.15%"
"2019年10月22日","880.00","879.10","880.40","876.90","0.05K","0.06%"
"2019年10月21日","879.50","875.10","879.70","872.20","0.08K","1.17%"
"2019年10月18日","869.30","873.80","875.20","868.20","0.10K","-0.47%"
"2019年10月17日","873.40","872.40","882.40","872.40","0.10K","-0.10%"
"2019年10月16日","874.30","870.90","874.40","870.60","0.04K","0.00%"
"2019年10月15日","874.30","872.80","877.90","868.50","0.15K","0.68%"
"2019年10月14日","868.40","864.60","868.40","863.00","0.06K","-0.18%"
"2019年10月11日","870.00","857.90","870.00","857.80","0.11K","1.79%"
"2019年10月10日","854.70","846.60","854.70","843.70","0.16K","0.83%"
"2019年10月9日","847.70","843.40","852.10","843.40","0.13K","0.56%"
"2019年10月8日","843.00","849.70","849.70","840.10","0.07K","-1.06%"
"2019年10月7日","852.00","845.60","852.30","845.60","0.02K","0.82%"
"2019年10月4日","845.10","846.30","846.30","842.00","0.08K","0.24%"
"2019年10月3日","843.10","845.80","847.00","839.40","0.05K","0.27%"
"2019年10月2日","840.80","849.90","849.90","838.90","0.21K","-2.20%"
"2019年10月1日","859.70","877.60","877.60","859.70","0.10K","-1.55%"
"2019年9月30日","873.20","868.20","873.20","868.20","0.05K","0.54%"
"2019年9月27日","868.50","871.10","871.10","868.50","0.10K","0.32%"
"2019年9月26日","865.70","865.50","865.80","865.50","0.03K","1.24%"
"2019年9月25日","855.10","850.70","855.10","850.40","0.06K","-0.75%"
"2019年9月24日","861.60","863.10","864.40","861.60","0.09K","-0.01%"
"2019年9月23日","861.70","869.00","869.00","861.20","0.12K","-1.46%"
"2019年9月20日","874.50","876.90","876.90","874.30","0.05K","-0.68%"
"2019年9月19日","880.50","877.20","880.50","877.20","0.19K","0.50%"
"2019年9月17日","876.10","875.70","876.10","875.70","0.14K","-0.25%"
"2019年9月16日","878.30","878.30","878.30","878.30","-","-1.10%"
"2019年9月13日","888.10","888.40","889.00","887.30","0.05K","-0.07%"
"2019年9月12日","888.70","884.90","891.10","882.30","0.15K","0.94%"
"2019年9月11日","880.40","878.50","882.60","878.50","0.10K","0.84%"
"2019年9月10日","873.10","875.40","877.10","872.80","0.13K","-0.66%"
"2019年9月9日","878.90","879.50","879.60","878.90","0.05K","-0.08%"
"2019年9月6日","879.60","875.90","879.70","875.90","0.05K","0.76%"
"2019年9月5日","873.00","872.00","875.10","872.00","0.17K","1.32%"
"2019年9月4日","861.60","857.70","861.60","857.70","0.08K","1.84%"
"2019年9月3日","846.00","852.10","852.10","846.00","0.04K","-1.15%"
"2019年9月2日","855.80","855.10","856.00","853.70","0.02K","0.08%"
"2019年8月30日","855.10","853.80","855.80","853.80","0.02K","1.45%"
"2019年8月29日","842.90","836.60","845.20","835.60","0.50K","1.93%"
"2019年8月28日","826.90","831.60","831.60","822.40","0.05K","-1.14%"
"2019年8月27日","836.40","831.20","836.50","831.20","0.06K","0.92%"
"2019年8月26日","828.80","825.30","832.90","825.30","0.03K","-0.66%"
"2019年8月23日","834.30","843.60","843.60","834.30","0.07K","-0.50%"
"2019年8月22日","838.50","844.10","844.20","838.50","0.11K","-0.99%"
"2019年8月21日","846.90","839.40","846.90","839.40","0.05K","2.12%"
"2019年8月20日","829.30","837.50","837.50","828.70","0.02K","-0.30%"
"2019年8月19日","831.80","830.40","834.90","826.90","0.10K","1.40%"
"2019年8月16日","820.30","815.20","820.30","815.10","0.09K","1.43%"
"2019年8月15日","808.70","807.50","814.60","805.00","0.11K","-1.09%"
"2019年8月14日","817.60","832.60","832.90","816.90","0.09K","-2.49%"
"2019年8月13日","838.50","825.50","838.50","821.90","0.10K","0.47%"
"2019年8月12日","834.60","843.50","843.50","829.30","0.01K","0.23%"
"2019年8月9日","832.70","839.30","841.00","832.70","0.03K","-0.92%"
"2019年8月8日","840.40","834.10","840.40","833.00","0.08K","1.93%"
"2019年8月7日","824.50","824.30","829.90","821.90","0.12K","-0.16%"
"2019年8月6日","825.80","823.80","829.20","823.80","0.09K","0.16%"
"2019年8月5日","824.50","826.00","826.00","821.00","0.06K","-1.95%"
"2019年8月2日","840.90","853.00","853.00","840.90","0.29K","-3.02%"
"2019年8月1日","867.10","866.20","867.10","862.90","0.16K","-0.24%"
"2019年7月31日","869.20","869.70","869.70","869.20","0.00K","0.13%"
"2019年7月30日","868.10","880.10","880.50","868.10","0.03K","-1.85%"
"2019年7月29日","884.50","887.60","889.10","884.50","0.02K","-0.30%"
"2019年7月26日","887.20","887.20","887.20","887.20","-","0.17%"
"2019年7月25日","885.70","896.50","896.50","881.30","0.02K","-0.49%"
"2019年7月24日","890.10","886.90","890.10","884.30","0.09K","0.12%"
"2019年7月23日","889.00","881.30","889.00","881.30","0.05K","1.54%"
"2019年7月22日","875.50","874.30","875.50","874.30","0.01K","0.42%"
"2019年7月19日","871.80","875.80","875.80","871.80","0.01K","0.44%"
"2019年7月18日","868.00","867.20","870.60","866.50","0.01K","-0.70%"
"2019年7月17日","874.10","877.80","877.90","872.70","0.01K","-0.31%"
"2019年7月16日","876.80","873.40","877.90","873.40","0.01K","0.56%"
"2019年7月15日","871.90","874.20","874.20","867.20","0.03K","0.67%"
"2019年7月12日","866.10","861.20","867.10","860.60","0.05K","0.50%"
"2019年7月11日","861.80","865.00","868.00","860.00","0.25K","-0.45%"
"2019年7月10日","865.70","863.30","869.10","863.30","0.03K","0.27%"
"2019年7月9日","863.40","865.30","865.30","862.90","0.01K","-0.58%"
"2019年7月8日","868.40","872.10","872.10","868.40","0.01K","-0.41%"
"2019年7月5日","872.00","880.60","880.60","870.40","0.09K","-1.75%"
"2019年7月4日","887.50","885.90","887.50","885.90","0.02K","0.12%"
"2019年7月3日","886.40","884.10","886.40","883.50","0.10K","0.82%"
"2019年7月2日","879.20","882.10","882.10","876.20","0.02K","-0.09%"
"2019年7月1日","880.00","885.30","885.30","880.00","0.02K","0.67%"
"2019年6月28日","874.10","867.40","874.10","867.40","0.01K","0.66%"
"2019年6月27日","868.40","872.50","872.50","863.50","0.04K","-0.20%"
"2019年6月26日","870.10","871.30","871.30","870.10","0.01K","-0.41%"
"2019年6月25日","873.70","872.00","874.30","872.00","0.06K","0.25%"
"2019年6月24日","871.50","876.60","876.60","871.50","0.04K","-0.40%"
"2019年6月21日","875.00","880.50","880.50","875.00","0.00K","-0.47%"
"2019年6月20日","879.10","878.30","881.00","877.00","0.10K","0.41%"
"2019年6月19日","875.50","875.80","875.80","875.50","0.05K","0.24%"
"2019年6月18日","873.40","862.00","873.40","862.00","0.08K","2.52%"
"2019年6月14日","851.90","851.60","853.00","851.50","0.04K","-0.90%"
"2019年6月13日","859.60","858.60","859.60","858.30","0.08K","0.59%"
"2019年6月12日","854.60","852.40","854.60","850.70","1.01K","-0.33%"
"2019年6月11日","857.40","856.70","860.50","856.70","0.09K","1.26%"
"2019年6月7日","846.70","844.30","846.70","840.90","0.07K","1.01%"
"2019年6月6日","838.20","843.10","843.10","838.20","0.10K","0.29%"
"2019年6月5日","835.80","840.50","840.50","833.50","0.05K","0.49%"
"2019年6月4日","831.70","826.50","831.70","825.50","0.03K","1.18%"
"2019年6月3日","822.00","810.10","822.00","808.20","0.05K","0.81%"
"2019年5月31日","815.40","814.80","815.40","810.80","0.02K","-1.40%"
"2019年5月30日","827.00","827.00","827.00","827.00","-","0.72%"
"2019年5月29日","821.10","831.40","831.40","821.10","0.02K","-2.15%"
"2019年5月28日","839.10","837.30","841.20","837.30","0.02K","0.11%"
"2019年5月27日","838.20","844.00","844.00","838.00","0.04K","0.20%"
"2019年5月24日","836.50","836.90","839.50","836.50","0.01K","0.61%"
"2019年5月23日","831.40","838.10","838.70","828.70","0.03K","-1.91%"
"2019年5月22日","847.60","850.90","850.90","842.20","0.03K","0.07%"
"2019年5月21日","847.00","843.90","847.60","843.90","0.10K","0.74%"
"2019年5月20日","840.80","847.90","847.90","840.80","0.02K","-1.02%"
"2019年5月17日","849.50","850.40","850.40","849.50","0.10K","-0.32%"
"2019年5月16日","852.20","840.50","852.20","839.10","0.08K","1.54%"
"2019年5月15日","839.30","836.00","839.30","831.00","0.17K","0.48%"
"2019年5月14日","835.30","830.70","835.30","830.70","0.11K","1.66%"
"2019年5月13日","821.70","829.20","829.20","821.10","0.04K","-1.66%"
"2019年5月10日","835.60","835.60","835.60","835.60","-","0.52%"
"2019年5月9日","831.30","838.60","838.60","830.90","0.04K","-1.97%"
"2019年5月8日","848.00","844.20","851.00","844.20","0.03K","1.39%"
"2019年5月7日","836.40","851.10","851.10","836.40","0.02K","-1.36%"
"2019年5月6日","847.90","841.00","847.90","839.00","0.03K","-1.13%"
"2019年5月3日","857.60","857.30","857.60","857.30","0.00K","-0.22%"
"2019年5月2日","859.50","864.40","864.40","858.50","0.14K","-0.93%"
"2019年4月30日","867.60","869.80","871.60","867.00","0.03K","-0.20%"
"2019年4月29日","869.30","866.80","869.90","866.80","0.03K","0.46%"
"2019年4月26日","865.30","861.60","865.30","861.60","0.01K","0.57%"
"2019年4月25日","860.40","864.10","864.70","859.70","0.07K","-0.22%"
"2019年4月24日","862.30","860.10","866.40","860.10","0.04K","0.41%"
"2019年4月23日","858.80","853.90","858.80","853.40","0.01K","0.14%"
"2019年4月18日","857.60","849.80","858.50","847.40","0.04K","1.17%"
"2019年4月17日","847.70","845.60","848.40","845.60","0.01K","0.38%"
"2019年4月16日","844.50","841.20","844.50","841.10","0.05K","0.60%"
"2019年4月15日","839.50","839.60","841.50","838.40","0.08K","0.29%"
"2019年4月12日","837.10","831.20","837.10","831.20","0.01K","0.64%"
"2019年4月11日","831.80","832.00","832.00","831.80","0.00K","0.27%"
"2019年4月10日","829.60","829.60","829.60","829.60","-","0.29%"
"2019年4月9日","827.20","832.90","832.90","827.20","0.00K","-0.76%"
"2019年4月8日","833.50","832.20","833.50","832.20","0.00K","-0.30%"
"2019年4月5日","836.00","835.40","836.00","834.70","0.02K","0.46%"
"2019年4月4日","832.20","830.40","832.20","829.80","0.05K","-0.16%"
"2019年4月3日","833.50","826.90","833.50","826.90","0.10K","1.58%"
"2019年4月2日","820.50","816.10","820.50","815.90","0.02K","0.33%"
"2019年4月1日","817.80","812.00","817.80","811.40","0.06K","1.79%"
"2019年3月29日","803.40","806.20","806.20","802.30","0.01K","0.51%"
"2019年3月28日","799.30","799.20","802.00","798.90","0.02K","0.47%"
"2019年3月27日","795.60","799.30","802.30","794.00","0.11K","-0.44%"
"2019年3月26日","799.10","788.30","799.10","786.50","0.06K","1.42%"
"2019年3月25日","787.90","784.90","789.80","782.20","0.06K","-0.30%"
"2019年3月22日","790.30","813.30","813.30","790.20","0.12K","-2.59%"
"2019年3月21日","811.30","811.00","811.80","806.80","0.02K","-0.32%"
"2019年3月20日","813.90","819.70","819.70","813.40","0.01K","-0.99%"
"2019年3月19日","822.00","820.00","822.30","820.00","0.02K","1.66%"
"2019年3月18日","808.60","811.50","811.80","808.60","0.06K","0.51%"
"2019年3月14日","804.50","804.50","804.50","804.50","-","1.09%"
"2019年3月12日","795.80","798.80","798.80","795.80","0.08K","1.18%"
"2019年3月11日","786.50","786.50","786.50","786.50","-","0.50%"
"2019年3月8日","782.60","800.20","800.40","782.60","0.09K","-2.76%"
"2019年3月7日","804.80","804.90","808.20","804.80","0.06K","-0.98%"
"2019年3月6日","812.80","813.20","816.10","812.80","0.16K","0.02%"
"2019年3月5日","812.60","813.20","813.20","811.10","0.02K","-0.44%"
"2019年3月4日","816.20","816.40","819.10","816.20","0.14K","0.34%"
"2019年3月1日","813.40","814.70","814.70","812.00","0.10K","1.21%"
"2019年2月27日","803.70","803.70","803.70","803.70","-","-0.61%"
"2019年2月26日","808.60","804.50","809.90","804.50","0.03K","0.10%"
"2019年2月25日","807.80","809.30","809.30","805.80","0.04K","0.40%"
"2019年2月22日","804.60","804.80","804.80","803.10","0.03K","0.75%"
"2019年2月21日","798.60","799.80","799.80","797.70","0.04K","-0.06%"
"2019年2月20日","799.10","798.60","799.10","798.60","0.00K","0.44%"
"2019年2月19日","795.60","792.70","795.60","789.70","0.04K","0.08%"
"2019年2月18日","795.00","794.50","795.10","794.30","0.05K","0.48%"
"2019年2月15日","791.20","776.70","793.30","776.70","0.21K","1.06%"
"2019年2月14日","782.90","782.10","785.90","780.80","0.13K","1.64%"
"2019年2月13日","770.30","771.40","772.60","768.10","0.02K","0.47%"
"2019年2月12日","766.70","766.70","766.70","766.70","-","0.60%"
"2019年2月11日","762.10","760.70","762.10","758.20","0.02K","1.55%"
"2019年2月8日","750.50","761.50","761.50","749.00","0.13K","-1.72%"
"2019年2月7日","763.60","778.50","778.80","763.60","0.04K","-2.35%"
"2019年2月5日","782.00","776.50","782.00","776.50","0.02K","1.88%"
"2019年2月4日","767.60","769.60","771.90","767.10","0.05K","0.07%"
"2019年2月1日","767.10","773.70","774.10","764.70","0.17K","-0.21%"
"2019年1月31日","768.70","776.50","776.50","768.70","0.02K","-0.32%"
"2019年1月30日","771.20","769.50","772.50","764.70","0.07K","-0.44%"
"2019年1月29日","774.60","772.20","776.60","772.00","0.04K","0.78%"
"2019年1月28日","768.60","770.90","770.90","767.60","0.04K","-0.56%"
"2019年1月25日","772.90","772.30","772.90","772.30","0.03K","1.46%"
"2019年1月24日","761.80","757.10","762.00","757.10","0.03K","0.59%"
"2019年1月23日","757.30","757.30","757.30","757.30","-","0.00%"
"2019年1月22日","757.30","757.70","757.70","757.30","0.00K","-0.76%"
"2019年1月21日","763.10","762.20","763.10","761.50","0.01K","0.53%"
"2019年1月18日","759.10","749.40","760.30","749.40","0.05K","2.08%"
"2019年1月17日","743.60","739.90","743.80","739.70","0.01K","0.22%"
"2019年1月16日","742.00","742.90","742.90","742.00","0.01K","0.95%"
"2019年1月15日","735.00","740.90","740.90","733.60","0.01K","0.52%"
"2019年1月14日","731.20","732.40","732.40","731.20","0.00K","-0.45%"
"2019年1月11日","734.50","736.60","736.60","734.50","0.00K","-0.20%"
"2019年1月10日","736.00","732.80","736.20","732.80","0.01K","-0.77%"
"2019年1月9日","741.70","744.20","746.60","741.70","0.02K","0.80%"
"2019年1月8日","735.80","725.40","738.40","724.60","0.02K","2.51%"
"2019年1月7日","717.80","717.70","717.80","717.30","0.00K","-0.50%"
"2019年1月4日","721.40","702.20","722.30","701.80","0.03K","3.29%"
"2019年1月3日","698.40","708.50","708.50","694.30","0.05K","-1.09%"
"2019年1月2日","706.10","706.10","706.10","706.10","-","-0.25%"
"2018年12月28日","707.90","704.00","708.30","704.00","0.00K","2.11%"
"2018年12月27日","693.30","706.00","706.00","693.30","0.02K","-1.81%"
"2018年12月21日","706.10","706.10","706.10","706.10","-","-0.13%"
"2018年12月20日","707.00","711.50","711.50","707.00","0.09K","-2.74%"
"2018年12月19日","726.90","726.80","726.90","726.80","0.11K","-0.60%"
"2018年12月18日","731.30","732.50","732.50","731.30","0.05K","-1.15%"
"2018年12月14日","739.80","736.70","739.80","736.70","0.10K","-1.29%"
"2018年12月13日","749.50","749.00","750.50","748.80","0.10K","0.04%"
"2018年12月12日","749.20","741.90","749.60","741.50","0.01K","1.83%"
"2018年12月11日","735.70","727.40","737.90","727.40","0.01K","1.90%"
"2018年12月10日","722.00","730.00","730.00","722.00","0.02K","-2.62%"
"2018年12月7日","741.40","738.20","743.00","738.20","0.15K","0.53%"
"2018年12月6日","737.50","741.00","741.00","732.30","0.22K","-4.59%"
"2018年12月4日","773.00","773.00","773.00","773.00","-","-1.50%"
"2018年12月3日","784.80","785.00","786.10","784.80","0.04K","1.57%"
"2018年11月30日","772.70","770.30","772.90","770.00","0.03K","-0.34%"
"2018年11月29日","775.30","772.30","776.80","771.40","0.07K","1.60%"
"2018年11月27日","763.10","771.30","771.30","763.10","0.01K","-0.40%"
"2018年11月26日","766.20","765.80","767.60","765.80","0.02K","1.27%"
"2018年11月23日","756.60","753.60","756.60","753.60","0.01K","0.07%"
"2018年11月22日","756.10","754.60","756.10","754.60","0.00K","-0.40%"
"2018年11月21日","759.10","752.70","759.20","752.30","0.02K","1.08%"
"2018年11月20日","751.00","753.30","755.60","744.90","0.09K","-2.48%"
"2018年11月19日","770.10","770.10","770.10","770.10","-","-0.21%"
"2018年11月16日","771.70","772.90","773.90","769.10","0.01K","-0.16%"
"2018年11月15日","772.90","779.40","780.60","769.00","0.02K","-1.20%"
"2018年11月14日","782.30","774.80","787.80","772.70","0.01K","0.14%"
"2018年11月13日","781.20","785.80","785.80","780.70","0.01K","-0.01%"
"2018年11月12日","781.30","787.40","787.40","778.90","0.03K","-0.80%"
"2018年11月9日","787.60","788.30","788.80","787.60","0.02K","-1.07%"
"2018年11月8日","796.10","798.70","798.70","796.10","0.00K","-0.19%"
"2018年11月7日","797.60","798.20","798.20","796.00","0.01K","0.81%"
"2018年11月6日","791.20","791.40","791.40","791.00","0.01K","0.36%"
"2018年11月5日","788.40","792.80","792.80","788.40","0.01K","-1.93%"
"2018年11月2日","803.90","806.50","806.50","802.30","0.03K","1.36%"
"2018年11月1日","793.10","797.30","797.30","790.70","0.04K","-0.11%"
"2018年10月31日","794.00","790.60","794.00","790.60","0.00K","2.12%"
"2018年10月30日","777.50","775.80","777.50","773.40","0.01K","-1.01%"
"2018年10月29日","785.40","789.00","789.10","785.40","0.01K","1.78%"
"2018年10月26日","771.70","765.00","771.70","765.00","0.01K","-1.18%"
"2018年10月25日","780.90","769.60","784.00","769.60","0.03K","2.04%"
"2018年10月24日","765.30","770.00","776.60","763.80","0.02K","0.03%"
"2018年10月23日","765.10","770.20","770.20","761.90","0.05K","-3.04%"
"2018年10月22日","789.10","786.30","789.10","786.30","0.04K","0.96%"
"2018年10月19日","781.60","791.50","791.50","779.20","0.04K","-1.00%"
"2018年10月18日","789.50","803.70","803.70","789.50","0.02K","-1.50%"
"2018年10月17日","801.50","806.00","806.00","800.60","0.02K","0.28%"
"2018年10月16日","799.30","786.50","799.30","786.40","0.05K","2.42%"
"2018年10月15日","780.40","776.10","781.20","774.40","0.07K","-0.40%"
"2018年10月12日","783.50","788.10","789.90","783.00","0.04K","0.75%"
"2018年10月11日","777.70","781.10","786.80","777.70","0.16K","-1.63%"
"2018年10月10日","790.60","816.20","816.20","790.60","0.06K","-2.80%"
"2018年10月9日","813.40","821.80","822.30","809.30","0.26K","-0.74%"
"2018年10月8日","819.50","831.90","831.90","819.00","0.05K","-1.59%"
"2018年10月5日","832.70","836.00","836.70","832.70","0.06K","-1.61%"
"2018年10月4日","846.30","848.30","850.40","846.30","0.06K","-0.41%"
"2018年10月2日","849.80","852.00","852.00","848.50","0.04K","-1.44%"
"2018年10月1日","862.20","863.90","864.40","862.20","0.03K","-0.12%"
"2018年9月28日","863.20","867.00","867.00","862.40","0.02K","-0.76%"
"2018年9月27日","869.80","860.40","870.00","858.90","0.01K","0.73%"
"2018年9月26日","863.50","862.80","863.50","861.10","0.23K","0.00%"
"2018年9月25日","863.50","865.10","866.00","863.50","0.02K","0.05%"
"2018年9月24日","863.10","865.10","865.20","862.80","0.04K","-0.21%"
"2018年9月21日","864.90","864.50","867.00","862.20","0.04K","0.42%"
"2018年9月20日","861.30","861.30","861.30","861.30","-","0.00%"
"2018年9月19日","861.30","861.40","861.40","861.30","0.10K","0.27%"
"2018年9月18日","859.00","858.90","859.10","858.70","0.43K","0.22%"
"2018年9月17日","857.10","856.60","857.10","856.60","0.04K","0.27%"
"2018年9月14日","854.80","855.90","857.40","854.80","0.03K","-0.58%"
"2018年9月13日","859.80","860.30","860.30","859.80","0.00K","0.07%"
"2018年9月12日","859.20","860.60","860.60","857.30","0.01K","0.85%"
"2018年9月11日","852.00","846.90","852.00","846.90","0.00K","0.53%"
"2018年9月10日","847.50","849.10","849.10","847.50","0.01K","-0.32%"
"2018年9月6日","850.20","844.50","851.10","844.50","0.02K","0.24%"
"2018年9月5日","848.20","856.70","856.70","848.20","0.00K","-1.29%"
"2018年9月4日","859.30","869.80","869.80","858.40","0.02K","-0.98%"
"2018年9月3日","867.80","867.10","868.40","867.10","0.02K","-0.34%"
"2018年8月31日","870.80","870.80","870.80","870.80","-","-0.98%"
"2018年8月30日","879.40","879.20","879.40","879.20","0.00K","1.55%"
"2018年8月24日","866.00","866.00","866.00","866.00","-","0.27%"
"2018年8月23日","863.70","863.70","863.70","863.70","-","0.33%"
"2018年8月22日","860.90","860.90","860.90","860.90","-","1.73%"
"2018年8月16日","846.30","847.10","847.10","845.00","0.03K","-0.98%"
"2018年8月14日","854.70","857.40","857.40","854.70","0.01K","-1.08%"
"2018年8月9日","864.00","864.40","864.40","864.00","0.01K","-0.06%"
"2018年8月7日","864.50","859.20","864.80","859.20","0.04K","1.08%"
"2018年8月6日","855.30","855.30","855.30","855.30","-","0.06%"
"2018年8月3日","854.80","856.00","858.70","854.70","0.02K","-0.14%"
"2018年8月2日","856.00","858.00","858.00","855.00","0.05K","-1.39%"
"2018年8月1日","868.10","868.10","868.10","868.10","-","0.06%"
"2018年7月31日","867.60","866.00","868.30","866.00","0.02K","-0.29%"
"2018年7月30日","870.10","872.70","872.70","870.10","0.02K","0.42%"
"2018年7月26日","866.50","866.50","866.50","866.50","-","2.06%"
"2018年7月20日","849.00","859.00","859.00","849.00","0.02K","-1.12%"
"2018年7月19日","858.60","860.70","860.70","858.60","0.03K","-0.58%"
"2018年7月18日","863.60","862.70","865.00","862.70","0.04K","0.61%"
"2018年7月17日","858.40","856.10","858.40","853.50","0.09K","0.91%"
"2018年7月16日","850.70","855.80","856.10","850.70","0.06K","0.08%"
"2018年7月13日","850.00","845.80","851.20","845.80","0.03K","0.91%"
"2018年7月12日","842.30","840.30","842.30","840.30","0.02K","0.57%"
"2018年7月11日","837.50","833.90","837.50","833.90","0.09K","-0.75%"
"2018年7月10日","843.80","843.80","843.80","843.80","-","2.33%"
"2018年7月6日","824.60","824.60","824.60","824.60","-","-0.10%"
"2018年7月5日","825.40","823.80","826.80","823.80","0.16K","0.88%"
"2018年7月4日","818.20","818.80","818.80","818.00","0.04K","-0.61%"
"2018年7月3日","823.20","824.00","824.00","823.20","0.01K","0.76%"
"2018年7月2日","817.00","818.00","818.00","817.00","0.01K","-1.42%"
"2018年6月29日","828.80","825.60","828.80","825.60","0.01K","1.78%"
"2018年6月28日","814.30","814.70","814.70","814.30","0.05K","-1.52%"
"2018年6月27日","826.90","811.00","826.90","807.80","0.19K","1.39%"
"2018年6月26日","815.60","818.40","818.40","815.60","0.01K","-0.86%"
"2018年6月25日","822.70","827.00","827.00","821.80","0.01K","-2.44%"
"2018年6月20日","843.30","845.50","845.90","843.30","0.02K","0.15%"
"2018年6月19日","842.00","838.70","842.10","838.70","0.17K","-1.67%"
"2018年6月18日","856.30","856.30","856.30","856.30","-","-1.13%"
"2018年6月15日","866.10","866.20","866.20","866.10","0.01K","1.18%"
"2018年6月14日","856.00","854.70","856.00","854.70","0.33K","0.79%"
"2018年6月5日","849.30","849.30","849.30","849.30","-","0.02%"
"2018年6月4日","849.10","849.30","849.80","846.10","0.19K","0.46%"
"2018年6月1日","845.20","845.40","845.40","845.20","0.01K","1.00%"
"2018年5月31日","836.80","838.20","838.20","836.80","0.01K","-0.43%"
"2018年5月29日","840.40","841.10","841.10","840.40","0.08K","-0.94%"
"2018年5月28日","848.40","847.40","848.40","847.40","0.04K","-1.45%"
"2018年5月22日","860.90","860.90","860.90","860.90","-","0.91%"
"2018年5月18日","853.10","853.40","853.40","853.10","0.00K","0.28%"
"2018年5月17日","850.70","850.70","850.70","850.70","-","0.87%"
"2018年5月14日","843.40","843.40","843.40","843.40","-","-0.83%"
"2018年5月10日","850.50","850.50","850.50","850.50","-","0.59%"
"2018年5月9日","845.50","845.50","845.50","845.50","-","1.06%"
"2018年5月8日","836.60","836.60","836.60","836.60","-","0.64%"
"2018年5月4日","831.30","832.00","832.00","831.30","0.03K","0.17%"
"2018年5月3日","829.90","828.50","829.90","828.50","0.02K","-0.08%"
"2018年5月2日","830.60","826.90","830.60","826.90","0.02K","1.48%"
"2018年4月30日","818.50","819.30","819.80","818.50","0.02K","0.32%"
"2018年4月27日","815.90","817.10","819.40","815.90","0.01K","0.85%"
"2018年4月26日","809.00","809.00","809.00","809.00","-","0.35%"
"2018年4月25日","806.20","810.40","810.40","802.20","0.07K","-1.14%"
"2018年4月24日","815.50","815.00","816.30","814.60","0.01K","-0.72%"
"2018年4月23日","821.40","821.40","821.40","821.40","-","0.11%"
"2018年4月20日","820.50","822.10","822.50","820.50","0.04K","0.13%"
"2018年4月19日","819.40","818.80","819.40","818.80","0.03K","2.11%"
